event_id,event_label
109420,0.019987683590957504
1049060,0.01212898199177213
2805320,0.009853437528831433
450840,0.005186419305281796
423160,0.0069466433959358845
278980,0.0033656512093235627
2282820,0.001098248417855761
1192680,0.008845190621660894
1319780,0.006561668648629475
1373260,0.020845576913900314
1127620,0.33441307777552853
1305600,0.007282346028974989
2691140,0.004070392190454206
2477600,0.035301114265127505
1219180,0.009161913200440006
2546680,0.008377826106537957
1701480,0.008408571990230528
919340,0.04619072832173394
2145420,0.020183410130141816
1272080,0.05788238530916317
2889340,0.004212058630782749
578740,0.0020627791463729054
2859000,0.0026155964823030816
1020380,0.010282649702517684
2960840,0.020357516382968028
491940,0.1536231292998322
1964300,0.004487391698174118
2436120,0.005792253997769289
2691900,0.0035280608433846824
2563340,0.0032571043910211784
973500,0.01031496424085413
1684380,0.0021372296663393115
1382740,0.010035117072418456
2497740,0.004997114011572933
1496200,0.008624794661113055
2825080,0.007321045771361493
1931600,0.033190131567550525
1844840,0.026104629646177192
1043240,0.00764942243752654
2970360,0.014316638266909537
367080,0.0038668636204915725
8900,0.03966402525435344
659820,0.013051281197123898
559500,0.0795690205832858
2397500,0.0105865927002584
939860,0.01334972102436567
1476140,0.06048562166978718
216760,0.0031977706853381
2064200,0.02773339865621768
2183740,0.005241960112863874
1142600,0.045649433385259584
2393540,0.007744008998479197
312960,0.00840143292881451
1163400,0.34447512989136936
2345160,0.0023839423503052887
846380,0.008746030777575908
1085280,0.07192203871248963
2072920,0.11654935636273618
128560,9.739901797298844e-4
238240,0.19527814893771514
2067760,0.006018805959704946
551200,0.008113009462738786
1679560,0.10205551971566934
2144420,0.007568244291062568
2754860,0.01421757500338962
2065380,0.004022083100624501
2025840,0.025511856532842193
36280,0.11831926998121671
836540,0.015585908983394946
1608880,0.0023385642149448987
2529760,0.010734867378758247
1045980,0.0039002238101517508
102080,0.016473996154682872
2806200,0.007646941740043069
204800,0.008545698086642439
1732480,0.06036441504551874
1947960,0.004774287642967365
2988540,0.00793043542161662
2199740,0.6650006833774701
1680940,0.004244201767081678
2494420,0.0012132192856661157
1407360,0.0033265628467015963
1678320,0.012778778442693841
2358440,0.0032531295840395737
112000,0.026400022530727003
